#fields:  name;RG;dataNascimento
Tabatha Gould;19193392;1991-02-18
Villarreal Lindsey;433012606;2004-01-04
Geneva Spencer;960126679;2012-02-11
Lucas Carlson;343440098;1965-12-04
Shirley Contreras;17223636;2014-01-08
Whitney Burt;135274006;1917-05-22
Barton Bush;409179561;1930-12-05
Ayala Holmes;773440416;2005-03-25
Katy Avila;20479902;1944-02-03
West Herring;700534335;1994-05-25
Cathy Freeman;418058365;2008-06-19
Aimee Battle;217844391;2002-09-11
Sanders Nelson;648461300;1927-01-01
Claire Torres;855815845;1982-02-08
Yvonne Crane;234860396;1933-05-28
Ladonna Williams;849079082;1967-08-26
Hooper Bender;493207759;1920-12-09
Leonor Padilla;455081023;1929-07-31
Frost Anderson;182579097;1975-05-01
Robertson Charles;332257624;1924-09-08
Greene Kirby;978338434;1932-04-30
Sara Powers;914703146;1986-09-26
Cummings Chen;198906262;1933-11-27
Jimenez Hester;798960336;1964-08-20
Gallegos Kirkland;122080114;1950-11-12
Wiley Pacheco;482068474;1917-06-13
Elba York;785084755;2012-09-24
Valdez Knox;413068080;2009-09-03
Ines Richmond;35294810;1996-08-15
Wilkins Maddox;593632930;2013-05-15
Francisca Blackburn;192437334;1982-03-27
Fuentes Silva;921655333;1953-10-18
Marcella Mann;966940997;1973-04-26
Natasha Lynn;950580196;1999-07-27
Sadie Petty;223631717;2009-02-21
Stuart Cote;705308538;1944-10-11
Bonnie Nguyen;101096527;1920-04-02
Jo Swanson;983570160;2005-04-10
Ava Hewitt;573545903;1921-04-09
Willa Fuller;109612335;1954-03-06
Mckenzie Mayer;205234879;1922-12-02
Giles Sargent;179328135;1989-04-22
Angela Oconnor;108568820;1974-06-22
Pearlie Pierce;387341349;1968-10-21
Martha Patel;605476382;1935-08-17
Swanson Cooley;240405007;1916-02-25
Tamara Payne;962513335;1978-07-21
Benton Wiggins;306509403;1941-09-11
Caitlin Blake;755037945;1949-06-23
Elisa Clarke;280136901;1997-01-02
Ernestine Mcguire;768227400;1930-08-06
Carson Pitts;433861993;1960-06-30
Dominique Glenn;983472163;2002-03-16
Leticia Puckett;182850792;1982-12-30
Nadine Santiago;721867612;1999-03-09
Burgess Calhoun;295048088;1952-09-08
Dickson Gallegos;767525683;2003-10-16
Anthony Conley;936298146;1939-06-01
Alyssa Roach;582846967;1938-02-02
Herring Becker;991779194;2016-03-12
Shelia Bates;92752305;1927-06-15
Thomas Thomas;117553811;1989-05-13
Randi Logan;24283680;1987-01-14
Rosalie Edwards;485772204;1952-03-15
Geraldine Davenport;180791745;1969-02-22
Evangeline Monroe;800191014;2001-02-14
Lowe Mcdonald;73763356;1951-10-25
Laurel Parsons;573180469;2010-07-11
Mcgowan Mccormick;26069222;1936-09-17
Rowena Colon;998635732;1955-01-21
Lorraine Griffith;661179138;1988-12-10
Foreman Underwood;651344911;1960-04-09
Cherry Stein;813983062;1923-07-10
Rice Hopkins;260014485;1990-11-25
Summers Ball;531337429;1932-02-23
Diaz Brooks;621841674;2012-11-06
Rowe Romero;417029830;1922-11-05
Ana Burks;304540138;1954-09-02
Nicholson Manning;997707362;2014-05-27
Kinney Moran;783767791;1942-02-07
Dorothea Davidson;716165785;1940-06-23
Taylor Harmon;574728188;1915-01-10
Moore Brewer;207150942;1955-02-25
Bettie Mathis;270989014;2015-01-07
Hunt King;568623201;1985-09-22
Lucinda Sharp;239704006;1931-07-25
Magdalena Reynolds;717100723;1999-12-05
Dina Jacobson;510875544;2006-02-05
Jacobson Callahan;723987164;1975-09-12
Augusta Wilkerson;622547316;1963-08-25
Janice Garcia;340447330;1989-01-28
Chen Harrison;339472336;1982-07-08
Kristi Keith;999395299;1935-06-27
Madeleine Fox;149625142;1994-02-24
Lakisha Guerra;265765881;1953-09-03
Morton Carver;753489765;1960-01-05
Randall Vincent;456647966;2006-06-27
Rhodes Bruce;753388085;1954-01-30
Frye Slater;558444854;1941-01-31
Bridgette Riggs;884357964;1950-03-18
Carly Clements;249610331;2015-03-08
Ramos Hamilton;254147135;1985-05-29
Gill Mcdowell;148383784;1935-01-23
Rochelle Bowen;561065796;1933-07-03
Marietta Britt;203150478;2009-05-11
Mcgee Galloway;499309618;1920-04-19
Lucia Terrell;417799013;1996-01-17
Valarie Mcintyre;863400074;2010-05-19
Lorie Kemp;29389131;1959-12-08
Watson Humphrey;80032266;1976-11-20
Dillard Townsend;475116598;1954-06-13
Snider Barrett;302715582;1953-01-18
Leann Combs;421636871;1993-08-03
Hicks Nicholson;133048464;1918-02-01
Beth Wynn;118742003;1978-02-08
Wolfe Perry;715498833;1964-11-06
Rosario Holder;59863607;2015-02-11
Leslie Roman;208744048;1921-03-28
Janelle Burgess;413473868;2004-06-07
Erma Hobbs;653540810;1924-04-26
Pennington Harvey;814482592;1929-01-12
Crawford Sanders;324191752;1975-09-28
Hampton Gibbs;669076304;1933-10-08
Vega Burch;921904149;1957-01-30
Casey Alston;186637994;1967-06-19
Cathleen Collins;214810117;1962-09-04
Mitchell Compton;445440437;1953-06-13
Amelia Porter;58259402;1983-08-23
Garcia Rollins;193260050;1937-12-11
Alissa Patton;388785162;1930-06-03
Aurora Pollard;27449806;2009-01-29
Fran Buck;854173494;1982-11-19
Rhea Blevins;610895942;1963-08-08
Bette Bartlett;910986768;1993-09-26
Frances Black;586318198;1968-11-27
Grant Fitzpatrick;599759351;1990-07-04
Marci Gilmore;596336869;1930-12-16
Pena Soto;875021730;1928-03-13
Stafford Sharpe;993789971;1946-06-25
Dena Chang;465942474;1949-12-09
Irene Kramer;327943859;1929-03-16
Obrien Everett;277696073;2008-06-09
Kendra Morton;963784323;1934-10-30
Maynard Vazquez;469263100;1995-11-09
Sasha Miles;383124188;1917-08-22
Burke Day;487107626;1960-12-17
Caldwell Stafford;892224026;1969-08-22
Hays Frederick;639616671;1956-10-06
Linda Doyle;109230200;1996-06-05
Roach Bishop;687256898;1992-01-08
Latisha Castro;412117934;1999-06-12
Bell Schroeder;455236509;2002-07-06
Williamson Miranda;255439238;1918-08-07
Iva Davis;585451131;1977-08-16
Ellis Merritt;301462944;1989-11-11
Lindsay Mcmahon;247743360;1980-08-23
Ericka Fields;623330218;1917-03-11
Riley Shields;310280622;1935-06-29
Tillman Higgins;979198046;1958-04-17
Abigail Vaughn;149225555;1991-11-07
Megan Pittman;433897509;1950-03-05
Antonia Small;769170454;2005-12-23
Serrano Acosta;378276211;1965-07-14
Sanford Webster;231471739;2011-12-21
Amalia Estrada;532836585;1920-08-07
Dixon Summers;806052922;1980-11-11
Carter Acevedo;509324661;1962-08-22
Josefa Sampson;792054670;2001-03-11
Lorrie Burton;447299047;1970-08-23
Gates Navarro;278167144;1949-05-31
Leanne Morales;544334937;1917-08-12
Leila Holcomb;263360278;1976-06-20
Mia Crosby;653345241;1928-12-09
Gould Todd;686372506;1918-04-18
Amanda Patterson;687765678;2005-09-09
Bryan Gates;952270256;1960-05-20
Natalie Cannon;250623977;2005-10-09
Stark Mcconnell;213860576;1963-01-24
Paula Powell;561350563;1951-12-27
Loretta Ayala;795439692;1925-11-21
Mooney Mcgowan;522576635;1944-11-12
Iris Cash;957968153;2015-07-20
Mara Trevino;217581722;1916-12-12
Nannie Espinoza;461162763;1932-09-15
Fletcher Brock;637701833;1988-04-15
Lynette Joyner;828130033;2010-05-30
Carol Hart;275886574;1956-01-07
Page Henson;557090167;1990-06-12
Rocha Guthrie;961322013;1992-06-19
Gibbs Lloyd;927864733;1920-04-01
Rita Marshall;14931491;2000-06-09
Constance Rivers;295351222;2012-12-04
Ward Cummings;165069762;1984-10-04
Cameron Blanchard;372660278;1960-07-15
Trujillo Estes;559070428;1978-04-21
Petersen Mckenzie;804541525;1915-06-21
Flowers Cain;473354601;1944-01-18
Fannie Berry;283119732;1994-10-06
Boyle Quinn;587109790;1946-05-30
Mona Walker;339363692;1970-09-22
Angel Donovan;44984285;1990-01-05
Mueller Kerr;251936630;1991-07-07
Jill Kinney;221683211;1997-02-05
Underwood Ballard;889854783;1953-10-08
Mcconnell Simmons;565095775;1994-10-27
Tucker Flores;820001162;1951-01-13
Tonia Stone;990020491;1949-03-03
Lorna Mathews;208697117;1968-01-15
Leon Walters;732201587;2013-04-19
Boyer Moore;485585961;1976-11-11
Lola Lee;924754285;1934-06-17
Theresa Cantu;948493783;1949-03-08
Baxter Levy;336675645;1940-05-18
French Valencia;448128021;2005-11-22
Stanley Ratliff;17037189;1990-01-16
Josephine Velazquez;568490308;1957-10-30
Steele Hines;163391087;1990-08-18
Christine Oneal;717009387;2000-01-19
Taylor Bullock;374838160;1988-07-19
Buckner May;770645520;1952-03-24
Ingrid Chandler;921878265;1993-07-23
Viola Hoover;328144162;1980-12-21
Morgan Mercer;521053359;1952-06-11
Head Rocha;633993678;1953-06-11
Lenore Armstrong;859697125;1994-05-22
Leona Vang;268302767;2015-10-17
Liza Frye;315401236;1964-03-08
Figueroa Woodward;161697539;1962-10-02
Sandra Stark;628311157;1928-09-10
Katheryn Zimmerman;278947163;1998-05-14
Erna Salinas;32174705;1919-12-28
Laura Barron;781069266;1940-07-15
Slater Carrillo;372613809;1920-04-21
Deann Hebert;985311461;1942-07-03
Lawrence Floyd;109195392;1952-04-08
Teresa Bell;350731420;1963-07-18
Vasquez Rivas;855588954;1947-12-24
Corine Pickett;814542754;1968-02-24
Campbell Willis;53956015;1932-09-09
Fulton Ramirez;456204506;1950-01-13
Agnes Pruitt;766587478;1983-06-25
Maxine Richards;876114883;1976-07-24
Beatriz Wheeler;923946084;1975-01-20
Gilbert Case;259340475;1915-06-26
Hawkins Gilliam;144971112;2007-04-30
Kane Gallagher;438446194;1949-05-17
Joyner Campbell;710534758;1919-02-03
Shelly Robinson;813973591;1924-09-21
Marion Thornton;125412015;1937-11-27
Houston Conrad;775687434;1932-01-14
Andrea Harper;810531956;1985-11-25
Winters Duffy;681530495;1916-04-17
Garrett Stephens;935543432;1933-04-17
Francis Owen;59601743;1947-08-23
Leta Ewing;635063757;1939-12-27
Kathy Little;772329969;1948-08-07
Daugherty Bird;276731652;1920-08-17
Kari Dean;546931672;1978-07-13
Reba Reilly;189283848;1916-04-14
Evelyn Potts;692712307;1940-05-06
Chan Woods;883683400;1954-02-15
Cora Ford;659240991;1965-03-04
Maryann Clay;252895402;1993-06-18
Massey Riley;410963229;2015-12-04
Bauer Hinton;217816106;1974-04-12
Alvarado Hicks;554729782;2011-04-29
Vickie Adkins;532079786;1994-03-16
Hester Madden;837644250;1918-06-23
Jimmie Bradford;816398845;1977-01-28
Mindy Turner;575951568;1929-09-01
Owens Mays;866419733;1972-07-14
Huff Hyde;902804569;1959-10-04
Delaney Juarez;942023022;1984-10-08
Guerrero Chan;413909605;1975-11-14
Barber Mack;265163998;1963-08-09
Luann Macdonald;913233628;1929-08-17
Bentley Shaffer;675580258;1918-03-15
Weiss Wolf;25476991;1963-06-22
Gabriela Russo;193508555;1986-12-22
Kay Durham;412613921;1982-07-17
Nixon Rich;643412432;1973-08-04
Colette Myers;254071184;1950-03-15
Deleon Alvarado;162667011;2010-12-22
Stevens Erickson;399955604;1997-08-21
Janna Duncan;33056153;1973-08-24
Matthews Lawrence;733618882;1961-02-20
Stefanie Cline;252368186;1969-12-28
Shari Solis;637432500;1927-10-29
Rebekah Francis;502228014;2000-09-25
Watts Rivera;999469952;1927-12-15
Guy Ellison;768653957;1952-12-27
Nancy Reyes;850897854;1923-02-12
Cardenas Salas;18191639;1949-04-06
Lester Bridges;803262704;2000-03-07
Haynes Gaines;761252973;1945-10-02
Tamra Glass;936334529;2013-12-06
Janet Hartman;528410324;1972-02-28
Hester Meadows;412002677;1978-08-25
Thompson Dalton;619778958;1947-01-10
Maxwell Olsen;802690080;2010-08-29
Morales Mcclain;751419763;1929-06-16
English Schneider;177397977;1996-02-14
Guzman Browning;441942075;1928-12-31
Henson Singleton;220961433;2004-03-06
Marina Chase;169156471;1974-09-06
Lewis Mccarthy;883792265;1968-07-26
Hopper Mullins;292872365;1936-07-13
Jillian Stewart;6826492;1931-11-12
Manuela Rhodes;619745762;1933-12-09
Koch Donaldson;329054083;1974-10-04
Case Price;882531691;1972-02-11
Simpson Norton;44372392;1990-02-25
Santos Ortiz;647191228;1964-01-20
Strong Cohen;242717435;1974-07-17
Bianca Jensen;561838582;1928-09-19
Cox Bonner;47740160;1976-05-14
Davenport Moss;981913851;1982-09-10
Mcfadden Schmidt;48122980;1929-09-12
Blair Aguirre;869145265;1989-01-24
Kellie Curtis;576794690;2015-10-03
Hyde Odonnell;249864452;1986-01-05
Davidson Harris;46283564;1915-10-12
Casandra Tillman;187891700;1987-03-12
Bernadine Vance;656637716;1956-12-12
Golden Gentry;152776510;1989-09-13
Bertie Salazar;438289500;1979-11-15
Little Frazier;327413898;1922-03-14
April Bright;395307258;1946-07-29
Joyce Lambert;23439750;2009-03-05
Arline Tate;128680471;1991-10-09
Kristy Garrett;116406344;1961-04-24
Ryan Maynard;274553022;1970-04-15
Nellie House;742255973;1943-11-10
Juana Langley;506340818;1947-01-06
Irwin Sanford;284229259;1931-11-18
Carolina Lamb;270941643;2001-10-31
Burks Kline;598988780;1992-09-07
Greta Emerson;384523515;1995-08-31
Hoover Frank;116110685;2011-11-11
Della Dyer;673328309;1950-02-02
Salinas Clayton;706537971;1949-07-04
Francine Jefferson;954375674;1928-06-11
Gamble Jennings;501121542;2010-08-09
Esther George;393133148;1961-05-31
Frieda Hubbard;108756854;1925-08-20
Sybil Pennington;41224070;1951-11-14
Tisha Pearson;130599779;1980-05-02
Sykes Fry;702081573;1935-12-21
Adele Burns;681787480;1926-11-02
Marianne Beasley;55684949;1921-12-10
Renee Castillo;678064484;1967-04-02
Lori Irwin;709306445;1945-12-15
Coleman Nolan;403513690;2005-07-12
Fields Pope;912185162;1995-05-31
Travis Carr;872795786;1927-02-15
Millicent Dawson;454968661;1969-04-06
Melendez Beard;456526047;2012-10-27
Celina Workman;723924262;1926-04-05
Wolf Wilkinson;382960255;1942-06-09
Fern Curry;315628813;1921-11-13
Joyce Howell;48655066;1933-05-15
Snyder Morrow;385468917;1967-04-11
Frankie Hull;441632610;1936-07-22
Knox Marquez;428098665;1969-09-19
Pitts Cantrell;662861209;1994-09-10
Lang Farmer;163849912;1940-12-05
Tracey Tanner;107706027;1919-12-24
Heather Travis;80014918;1968-08-09
Wong Spears;797869592;1973-06-08
Boyd Baker;128431425;1934-01-25
Gertrude Pace;979892752;1944-07-26
Joanne Meyers;471311309;1972-05-26
Cornelia Buchanan;32206981;1981-01-27
Whitley Knapp;701539313;1921-12-12
Darla Coffey;105194991;1964-11-12
Holden Melendez;935516327;1928-03-14
Buchanan Fowler;525435694;1970-10-06
Shaffer Stokes;772271243;1929-04-19
Rush Hogan;665373107;1965-03-26
Patterson Daniel;592174717;2015-08-18
Walls Gardner;797786034;1984-08-24
Solomon Giles;689866659;1977-09-27
Poole Mcfadden;907254015;2007-02-01
Reyes Stuart;526079869;1917-07-12
Kaufman Herrera;815063747;1936-05-05
Shauna Sheppard;62087736;1972-08-28
Queen Parks;545007363;2003-10-02
Patty Gillespie;922412536;2008-08-10
Beach Buckner;97052957;1963-04-06
Robbins Aguilar;589255459;2001-04-08
Sears Pugh;678770083;1939-11-09
Torres Reese;131107929;1968-11-25
Ethel Love;687247985;1962-07-10
Maura Pena;215095410;1930-04-18
Rollins Schwartz;5022364;1981-06-07
Juliana Harrell;405618506;1932-10-16
Patel Oneil;444028490;1967-11-16
Wilder Mccarty;608978554;1984-08-15
Erika Hayes;803508423;2015-12-22
Larsen Vargas;65504611;1925-02-01
Laurie Peck;165743073;1990-04-22
Jewel Roy;497489976;1918-02-17
Annmarie Berger;892455696;1922-04-05
Conway England;11367455;1946-03-15
Florine Alexander;634584803;1969-09-29
Vivian Shelton;523726911;1958-10-17
Muriel Church;365573833;1931-05-21
Jeanine Knight;978341232;1930-01-16
Myrna Ware;655830469;1975-08-07
Gonzalez Newton;250912634;1950-07-02
Minerva Holman;577211851;1967-02-15
Alyson Beach;540281288;1985-04-29
Nash Ryan;654371391;1977-03-08
Joanna Barry;537218354;1944-05-09
Chelsea Cotton;416318477;1971-09-20
Ellen Fletcher;739924758;1958-03-26
Christian Klein;350288903;2014-02-08
Gallagher Benjamin;871508494;1991-10-16
Shannon Vega;466084186;2009-09-09
Garza Barrera;325458175;2003-04-16
Antoinette Horton;441321623;1963-09-02
Wilson Nieves;315667197;1918-11-20
Suzanne Grimes;189747641;1927-08-14
Jodi Gordon;842502734;1989-06-30
Walton Hodges;118634320;2010-01-25
Austin Whitney;491425192;1974-01-25
Kaye Morse;763620542;1988-02-21
Gutierrez Bryan;384324217;1983-04-06
Ingram Mcclure;587729616;1964-06-28
Nora Guy;559585848;1933-09-26
Suzette Mccray;659526551;2015-04-17
Cash Foster;511288369;1930-06-30
Tyson Johns;606043847;1916-09-24
Amie Petersen;347447871;1976-06-15
Galloway Parrish;495758918;1968-08-23
Bishop Whitaker;839215395;2005-02-17
Hayden Greer;324537527;2015-08-08
Dale Henderson;738839701;1930-04-27
Hernandez Baldwin;99139821;1963-10-08
Buckley Delacruz;945939413;1927-10-17
Kimberley Allison;500828604;1981-10-20
Lesley Dickson;96516622;1977-04-21
Charmaine Barber;75211687;1991-08-12
Dudley Merrill;658049042;1960-01-22
Hollie Lawson;373122766;1937-06-21
Russo Baxter;857326211;1945-06-08
Cooke Watts;536206669;1948-05-11
Donovan Kelley;387674241;1920-05-29
Billie Rios;182770567;1950-02-21
Mercedes Wilkins;563122362;1931-11-22
Mendoza Peterson;939224636;1980-12-24
Alejandra Boyle;24093158;1950-04-29
Stephenson Hancock;510525343;2004-07-09
Bean Neal;372499102;2002-09-07
Amy Horne;268203614;1987-06-22
Landry Camacho;933058896;1937-08-26
Keri Munoz;223487720;1947-08-22
Silvia Mendez;672627542;1941-01-19
Loraine Kennedy;38388958;1940-10-16
Knowles Sanchez;896092041;2007-03-27
Holloway Ochoa;932504913;1920-12-28
Roxie Hill;637009306;1923-10-20
Norma Weaver;824897391;2014-02-05
Chrystal Carpenter;294148671;1939-05-21
Horn Kirk;450242834;1922-11-14
Lorena Keller;559407255;1997-10-08
Susana Sellers;191233157;1979-10-22
Mccoy Holt;570457088;2012-07-15
Colon Wright;758267458;1928-04-17
Bender Hurst;489783244;1926-06-13
Fleming Mullen;46840147;1922-04-28
Middleton Simon;919117698;1945-02-12
Lindsay Beck;537460695;2016-01-27
Floyd Valdez;102357451;1937-11-03
Stephens Cabrera;603372233;1932-11-12
May Odom;290881273;1924-04-26
Tyler Livingston;262751464;1996-06-21
Ilene Franklin;858109677;1964-01-14
Wallace Mills;164929440;1927-01-07
Olga Gay;178760315;2008-07-12
Vanessa Lara;341868231;1997-09-06
Holt Olson;379365869;1942-04-14
Maldonado Gilbert;59041569;1992-12-01
Sims Butler;231185670;1927-03-24
Barr Downs;680013492;1963-01-02
Carole Raymond;502556291;1939-10-30
Mildred Savage;51885457;1980-02-28
Marshall Dillard;529097740;1923-02-05
Lindsey Hall;445822787;1994-02-25
Jodie Leonard;791192038;1939-05-16
Shelley Wyatt;569692891;1945-05-19
Atkinson Mayo;398257097;1949-09-23
Castaneda Leon;668102858;1963-06-30
Atkins Dunn;265387252;1915-04-20
Lula Casey;30947562;1948-10-29
John Adams;856973455;1987-06-13
Beck Chaney;625043268;1985-01-28
Melody Mclean;845452431;1924-08-27
Deloris Ross;513579531;1988-04-26
Bray Hampton;267984909;1940-04-11
Brandie Spence;768465270;1916-09-23
Ora Sweeney;452802246;1964-04-08
Collins Lindsay;905142572;1956-07-06
Katrina Lane;423371314;1931-07-27
Alfreda Fischer;203208811;1934-12-28
Misty Franks;850256562;2002-07-15
Emily Warren;529708536;1970-08-24
Foster Ferguson;210956020;1990-09-04
Rodgers Scott;458965498;1990-08-24
Jami Mcleod;216769004;1957-03-21
Lawson Wallace;107727344;2010-10-27
Trina Lott;97239476;2015-09-22
Eaton Medina;508140268;1917-01-30
Veronica Short;14490703;1990-10-01
Heidi Taylor;706386582;1981-02-23
Shelton Malone;19316362;1926-07-21
Elnora Mckay;632668585;1950-12-24
Jessie Holloway;56869422;1990-06-28
Cecelia Whitehead;117057650;1989-11-06
Short Hurley;813454180;1935-02-11
Goff Blair;899528703;1915-03-04
Lorene Lowe;695594749;1973-04-20
Mcneil Perkins;834637511;1981-04-18
Sellers Brennan;90057708;1934-01-04
Flossie Sweet;598769657;1977-05-03
Mckay David;817231247;1972-10-18
Holman Young;555386055;1971-01-07
Sherri Jones;437806677;1997-08-15
Ramsey Santana;76026453;1926-12-03
Dalton Caldwell;801728485;1972-07-20
Kirkland Copeland;755618554;1946-05-30
Judith Golden;76438254;1969-02-06
Leanna Finley;938712168;1987-10-15
Helena Daugherty;798665682;1944-06-05
Diann Boyd;607940861;2000-03-02
Waters Nichols;465746998;1954-09-07
Rosie Gutierrez;627765001;2003-12-29
Kirk Evans;578673677;1974-02-05
Anderson Maldonado;79812570;1980-01-23
Rowland Boyer;63095480;1974-11-15
Tammie Conner;814184296;2006-01-28
Berger Castaneda;851182711;1995-12-22
Myra Pate;671288487;1942-11-15
Haley Hensley;251868294;2003-03-17
Armstrong Hunter;59214917;1991-06-04
Price Bolton;291667619;1943-04-28
Payne Dorsey;803223840;1993-02-24
Manning Chavez;575660118;1918-04-28
Byers Howe;560333507;1979-06-24
Fitzpatrick Sims;578104496;1994-12-24
Jeannie Sawyer;385031904;1983-12-02
Inez Ortega;690565008;1996-09-01
Morrison Campos;727752454;1968-11-26
Velazquez Bradley;541214389;2004-01-31
Banks Huber;605254473;1981-11-30
Ruthie Huffman;983729798;2001-03-30
Goldie Rowland;659389036;2012-01-04
Byrd Gregory;14248609;1961-11-15
Hall Wolfe;444747022;1936-03-17
Shepard Rosales;541548897;1915-03-28
Sylvia Rush;435747776;1991-10-28
Mckinney Leach;211970126;1962-10-24
Kelly Tyson;841189083;1939-06-05
Sherry Watson;103510514;2006-10-13
Brennan Craft;432531992;1977-11-09
Fry Webb;403101690;1936-08-07
Humphrey Mcgee;852909834;2000-10-14
Michael Williamson;824556050;2012-06-05
Ida Newman;618839582;1982-10-18
Best Mueller;295848122;1917-11-21
Hodges Cameron;523864823;1979-03-21
